ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
264	"ENSG00000196118.12"	"CCDC189"	chr16	-	30760283	30760668	30760283	30760453	30760605	30760668
265	"ENSG00000196118.12"	"CCDC189"	chr16	-	30759341	30759724	30759341	30759557	30759653	30759724
266	"ENSG00000196118.12"	"CCDC189"	chr16	-	30759011	30759247	30759011	30759101	30759177	30759247
267	"ENSG00000214946.14"	"TBC1D26"	chr17	+	15734703	15735070	15734703	15734874	15734968	15735070
268	"ENSG00000089737.17"	"DDX24"	chr14	-	94079024	94079747	94079024	94079069	94079234	94079747
269	"ENSG00000089737.17"	"DDX24"	chr14	-	94054995	94057897	94054995	94055184	94057821	94057897
270	"ENSG00000218358.2"	"RAET1K"	chr6	-	150000852	150001668	150000852	150001128	150001350	150001668
271	"ENSG00000142185.16"	"TRPM2"	chr21	+	44391271	44391625	44391271	44391442	44391502	44391625
272	"ENSG00000137474.22"	"MYO7A"	chr11	+	77211820	77213035	77211820	77211931	77212951	77213035
273	"ENSG00000137474.22"	"MYO7A"	chr11	+	77211820	77213035	77211820	77211937	77212951	77213035
274	"ENSG00000146904.9"	"EPHA1"	chr7	-	143398320	143398945	143398320	143398448	143398600	143398945
275	"ENSG00000131748.16"	"STARD3"	chr17	+	39657972	39658522	39657972	39658026	39658404	39658522
276	"ENSG00000131748.16"	"STARD3"	chr17	+	39662250	39663484	39662250	39662344	39662803	39663484
277	"ENSG00000131748.16"	"STARD3"	chr17	+	39657972	39658522	39657972	39658026	39658412	39658522
278	"ENSG00000131748.16"	"STARD3"	chr17	+	39662250	39663484	39662250	39662367	39662803	39663484
279	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094
280	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875787	36876028	36876094
281	"ENSG00000132341.12"	"RAN"	chr12	+	130872583	130872920	130872583	130872617	130872835	130872920
282	"ENSG00000132341.12"	"RAN"	chr12	+	130872583	130872920	130872583	130872629	130872835	130872920
283	"ENSG00000100867.14"	"DHRS2"	chr14	+	23639793	23643219	23639793	23639895	23643151	23643219
284	"ENSG00000100867.14"	"DHRS2"	chr14	+	23639793	23643219	23639793	23639895	23641665	23643219
285	"ENSG00000141503.17"	"MINK1"	chr17	+	4889646	4890735	4889646	4889763	4890516	4890735
286	"ENSG00000141503.17"	"MINK1"	chr17	+	4889646	4890735	4889646	4889763	4890221	4890735
287	"ENSG00000141503.17"	"MINK1"	chr17	+	4890221	4890735	4890221	4890308	4890516	4890735
288	"ENSG00000235300.4"	"AC090627.1"	chr17	+	48294346	48294515	48294346	48294364	48294365	48294515
289	"ENSG00000057608.17"	"GDI2"	chr10	-	5766240	5766638	5766240	5766295	5766493	5766638
290	"ENSG00000167995.16"	"BEST1"	chr11	+	61959891	61962893	61959891	61960043	61962254	61962893
291	"ENSG00000167995.16"	"BEST1"	chr11	+	61955106	61955951	61955106	61955201	61955717	61955951
292	"ENSG00000167995.16"	"BEST1"	chr11	+	61958145	61959578	61958145	61958298	61959497	61959578
293	"ENSG00000167995.16"	"BEST1"	chr11	+	61958145	61959578	61958145	61958501	61959497	61959578
294	"ENSG00000157601.14"	"MX1"	chr21	+	41421837	41422095	41421837	41421871	41421974	41422095
295	"ENSG00000228203.7"	"RNF144A-AS1"	chr2	-	6915822	6917224	6915822	6916044	6916849	6917224
296	"ENSG00000228203.7"	"RNF144A-AS1"	chr2	-	6915822	6917224	6915822	6916044	6916815	6917224
297	"ENSG00000228203.7"	"RNF144A-AS1"	chr2	-	6915822	6917224	6915822	6915967	6916815	6917224
298	"ENSG00000228203.7"	"RNF144A-AS1"	chr2	-	6915822	6917224	6915822	6915967	6916849	6917224
299	"ENSG00000100629.17"	"CEP128"	chr14	-	80830164	80831294	80830164	80830283	80831142	80831294
300	"ENSG00000196290.15"	"NIF3L1"	chr2	+	200891735	200892379	200891735	200891789	200891917	200892379
301	"ENSG00000228189.5"	"LINC02843"	chr9	-	88646920	88647660	88646920	88647151	88647346	88647660
302	"ENSG00000228189.5"	"LINC02843"	chr9	-	88646920	88647660	88646920	88647068	88647214	88647660
303	"ENSG00000228189.5"	"LINC02843"	chr9	-	88646920	88647660	88646920	88647068	88647222	88647660
304	"ENSG00000228189.5"	"LINC02843"	chr9	-	88646920	88647660	88646920	88647068	88647346	88647660
305	"ENSG00000159409.15"	"CELF3"	chr1	-	151707144	151707648	151707144	151707294	151707506	151707648
306	"ENSG00000254996.5"	"ANKHD1-EIF4EBP3"	chr5	+	140538918	140542281	140538918	140539083	140542171	140542281
307	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27999429	28001658	27999429	28000437	28000895	28001658
308	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998152	27997410	27997739	27998071	27998152
309	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998152	27997410	27997739	27997985	27998152
310	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27998603	27998838
311	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27998152	27998603	27998838
312	"ENSG00000146670.10"	"CDCA5"	chr11	-	65083363	65083550	65083363	65083399	65083484	65083550
313	"ENSG00000204257.15"	"HLA-DMA"	chr6	-	32949610	32950803	32949610	32949787	32950518	32950803
314	"ENSG00000204257.15"	"HLA-DMA"	chr6	-	32949610	32950803	32949610	32949889	32950518	32950803
315	"ENSG00000140798.16"	"ABCC12"	chr16	-	48086740	48088085	48086740	48086819	48087925	48088085
316	"ENSG00000140798.16"	"ABCC12"	chr16	-	48086740	48088085	48086740	48086819	48087939	48088085
317	"ENSG00000085117.12"	"CD82"	chr11	+	44605057	44605429	44605057	44605182	44605354	44605429
318	"ENSG00000102225.16"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990
319	"ENSG00000102225.16"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223
320	"ENSG00000102225.16"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223
321	"ENSG00000102225.16"	"CDK16"	chrX	+	47223551	47223759	47223551	47223604	47223748	47223759
322	"ENSG00000167840.13"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109710	5109868
323	"ENSG00000167840.13"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109393	5109868
324	"ENSG00000197381.16"	"ADARB1"	chr21	+	45222017	45226560	45222017	45223577	45225546	45226560
325	"ENSG00000197381.16"	"ADARB1"	chr21	+	45222017	45226560	45222017	45222107	45225546	45226560
326	"ENSG00000261558.2"	"LINC01859"	chr19	-	23023345	23024278	23023345	23023498	23024166	23024278
327	"ENSG00000107187.17"	"LHX3"	chr9	-	136199677	136200753	136199677	136199880	136200581	136200753
328	"ENSG00000090661.12"	"CERS4"	chr19	+	8255821	8256286	8255821	8255879	8256235	8256286
329	"ENSG00000101194.18"	"SLC17A9"	chr20	+	62966702	62968597	62966702	62966732	62967336	62968597
330	"ENSG00000101194.18"	"SLC17A9"	chr20	+	62962623	62963369	62962623	62962734	62963272	62963369
331	"ENSG00000101194.18"	"SLC17A9"	chr20	+	62962623	62963369	62962623	62962754	62963272	62963369
332	"ENSG00000132604.11"	"TERF2"	chr16	-	69368375	69368595	69368375	69368482	69368586	69368595
333	"ENSG00000189375.11"	"TBC1D28"	chr17	-	18641631	18641998	18641631	18641733	18641827	18641998
334	"ENSG00000188725.8"	"SMIM15"	chr5	-	61162216	61162468	61162216	61162359	61162445	61162468
335	"ENSG00000167965.18"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206478	2206659
336	"ENSG00000167965.18"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206483	2206659
337	"ENSG00000167965.18"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206496	2206659
338	"ENSG00000167965.18"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206554	2206659
339	"ENSG00000167965.18"	"MLST8"	chr16	+	2208209	2208613	2208209	2208334	2208449	2208613
340	"ENSG00000103569.10"	"AQP9"	chr15	+	58183960	58185911	58183960	58184440	58184486	58185911
341	"ENSG00000106263.18"	"EIF3B"	chr7	+	2378688	2379242	2378688	2378766	2379133	2379242
342	"ENSG00000106263.18"	"EIF3B"	chr7	+	2379393	2380740	2379393	2379511	2380278	2380740
343	"ENSG00000106263.18"	"EIF3B"	chr7	+	2366316	2366591	2366316	2366448	2366524	2366591
344	"ENSG00000106263.18"	"EIF3B"	chr7	+	2379393	2380740	2379393	2379511	2380203	2380740
345	"ENSG00000116584.20"	"ARHGEF2"	chr1	-	155950828	155951272	155950828	155950872	155950873	155951272
346	"ENSG00000167508.12"	"MVD"	chr16	-	88657435	88658029	88657435	88657582	88657914	88658029
347	"ENSG00000167508.12"	"MVD"	chr16	-	88657435	88658029	88657435	88657582	88657734	88658029
348	"ENSG00000204371.11"	"EHMT2"	chr6	-	31884391	31884799	31884391	31884559	31884644	31884799
349	"ENSG00000116670.15"	"MAD2L2"	chr1	-	11680352	11680613	11680352	11680471	11680561	11680613
350	"ENSG00000236088.10"	"COX10-AS1"	chr17	-	14033551	14034416	14033551	14033661	14034007	14034416
351	"ENSG00000108588.14"	"CCDC47"	chr17	-	63756239	63756350	63756239	63756266	63756268	63756350
352	"ENSG00000241469.9"	"LINC00635"	chr3	-	107841661	107842212	107841661	107842019	107842104	107842212
353	"ENSG00000241469.9"	"LINC00635"	chr3	-	107853872	107855229	107853872	107854054	107855129	107855229
354	"ENSG00000241469.9"	"LINC00635"	chr3	-	107853872	107855229	107853872	107853959	107855129	107855229
355	"ENSG00000167613.16"	"LAIR1"	chr19	-	54356229	54356398	54356229	54356267	54356355	54356398
356	"ENSG00000107099.15"	"DOCK8"	chr9	+	368017	370300	368017	368300	370229	370300
357	"ENSG00000107099.15"	"DOCK8"	chr9	+	368017	370300	368017	368135	370229	370300
358	"ENSG00000187860.10"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727
359	"ENSG00000132676.16"	"DAP3"	chr1	+	155738156	155739010	155738156	155738258	155738608	155739010
360	"ENSG00000185864.16"	"NPIPB4"	chr16	-	21839104	21839310	21839104	21839140	21839249	21839310
361	"ENSG00000267489.5"	"LINC01837"	chr19	-	31966703	31967633	31966703	31966882	31967320	31967633
362	"ENSG00000267489.5"	"LINC01837"	chr19	-	31966703	31967633	31966703	31966882	31967555	31967633
363	"ENSG00000267489.5"	"LINC01837"	chr19	-	31910173	31910613	31910173	31910365	31910576	31910613
364	"ENSG00000267489.5"	"LINC01837"	chr19	-	31886625	31886978	31886625	31886671	31886754	31886978
365	"ENSG00000126970.16"	"ZC4H2"	chrX	-	64919041	64919204	64919041	64919063	64919192	64919204
366	"ENSG00000145833.16"	"DDX46"	chr5	+	134816429	134817714	134816429	134816603	134817495	134817714
367	"ENSG00000145833.16"	"DDX46"	chr5	+	134811220	134811845	134811220	134811358	134811695	134811845
368	"ENSG00000145833.16"	"DDX46"	chr5	+	134816429	134817714	134816429	134816606	134817495	134817714
369	"ENSG00000234608.8"	"MAPKAPK5-AS1"	chr12	-	111841326	111841710	111841326	111841470	111841683	111841710
370	"ENSG00000106346.11"	"USP42"	chr7	+	6139091	6140195	6139091	6139194	6140127	6140195
371	"ENSG00000198585.11"	"NUDT16"	chr3	+	131383161	131388830	131383161	131383272	131383343	131388830
372	"ENSG00000253658.6"	"LINC01592"	chr8	-	68881958	68882380	68881958	68882058	68882155	68882380
373	"ENSG00000187514.16"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231711889	231711983
374	"ENSG00000187514.16"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231711886	231711983
375	"ENSG00000155463.14"	"OXA1L"	chr14	+	22770192	22770625	22770192	22770278	22770460	22770625
376	"ENSG00000066654.14"	"THUMPD1"	chr16	-	20733663	20737286	20733663	20736358	20736859	20737286
377	"ENSG00000101347.9"	"SAMHD1"	chr20	-	36911217	36912552	36911217	36911333	36912460	36912552
378	"ENSG00000249715.12"	"FER1L5"	chr2	+	96694359	96695661	96694359	96694464	96695508	96695661
379	"ENSG00000249715.12"	"FER1L5"	chr2	+	96694359	96695661	96694359	96694631	96695508	96695661
380	"ENSG00000249715.12"	"FER1L5"	chr2	+	96694359	96695661	96694359	96694632	96695508	96695661
381	"ENSG00000134072.11"	"CAMK1"	chr3	-	9757346	9757846	9757346	9757621	9757728	9757846
382	"ENSG00000167619.13"	"TMEM145"	chr19	+	42323582	42325064	42323582	42323789	42324736	42325064
383	"ENSG00000205744.10"	"DENND1C"	chr19	-	6476856	6477127	6476856	6476967	6477073	6477127
384	"ENSG00000205744.10"	"DENND1C"	chr19	-	6475483	6475751	6475483	6475585	6475705	6475751
385	"ENSG00000205744.10"	"DENND1C"	chr19	-	6471264	6471496	6471264	6471305	6471405	6471496
386	"ENSG00000196335.13"	"STK31"	chr7	+	23771004	23772278	23771004	23771124	23772146	23772278
387	"ENSG00000121310.17"	"ECHDC2"	chr1	-	52905033	52906611	52905033	52905090	52906518	52906611
388	"ENSG00000121310.17"	"ECHDC2"	chr1	-	52897436	52899224	52897436	52897484	52899173	52899224
389	"ENSG00000177000.13"	"MTHFR"	chr1	-	11802880	11803526	11802880	11803126	11803404	11803526
390	"ENSG00000177000.13"	"MTHFR"	chr1	-	11802880	11804532	11802880	11803129	11803404	11804532
391	"ENSG00000177000.13"	"MTHFR"	chr1	-	11794728	11795348	11794728	11794863	11795097	11795348
392	"ENSG00000177000.13"	"MTHFR"	chr1	-	11802880	11804532	11802880	11803129	11803798	11804532
393	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490231	49490297
394	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49491547	49489849	49491266	49491424	49491547
395	"ENSG00000142541.17"	"RPL13A"	chr19	+	49491039	49491547	49491039	49491099	49491424	49491547
396	"ENSG00000142541.17"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49490474	49490576
397	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490231	49490297
398	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490126	49490297
399	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49490297	49489849	49490090	49490231	49490297
400	"ENSG00000142541.17"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099
401	"ENSG00000143207.21"	"COP1"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479
402	"ENSG00000282458.1"	"WASH5P"	chr19	-	65821	66499	65821	66047	66345	66499
403	"ENSG00000140506.17"	"LMAN1L"	chr15	+	74823558	74824478	74823558	74823682	74824350	74824478
404	"ENSG00000087077.14"	"TRIP6"	chr7	+	100870369	100870743	100870369	100870463	100870573	100870743
405	"ENSG00000179134.15"	"SAMD4B"	chr19	+	39380586	39380785	39380586	39380755	39380757	39380785
406	"ENSG00000115459.18"	"ELMOD3"	chr2	+	85371085	85371562	85371085	85371209	85371439	85371562
407	"ENSG00000115459.18"	"ELMOD3"	chr2	+	85390137	85391748	85390137	85390265	85390759	85391748
408	"ENSG00000115459.18"	"ELMOD3"	chr2	+	85355075	85357252	85355075	85355170	85356966	85357252
409	"ENSG00000107959.16"	"PITRM1"	chr10	-	3156929	3157531	3156929	3157064	3157434	3157531
410	"ENSG00000166589.13"	"CDH16"	chr16	-	66910259	66911315	66910259	66910385	66911181	66911315
411	"ENSG00000166589.13"	"CDH16"	chr16	-	66910259	66911315	66910259	66910502	66911181	66911315
412	"ENSG00000166589.13"	"CDH16"	chr16	-	66910259	66911315	66910259	66910436	66911181	66911315
413	"ENSG00000186838.13"	"SELENOV"	chr19	+	39518607	39518632	39518607	39518614	39518617	39518632
414	"ENSG00000273136.7"	"NBPF26"	chr1	+	120805555	120805765	120805555	120805710	120805712	120805765
415	"ENSG00000273136.7"	"NBPF26"	chr1	+	120805417	120805765	120805417	120805453	120805555	120805765
416	"ENSG00000273136.7"	"NBPF26"	chr1	+	120805417	120805765	120805417	120805458	120805555	120805765
417	"ENSG00000024526.17"	"DEPDC1"	chr1	-	68489451	68489608	68489451	68489485	68489569	68489608
418	"ENSG00000204577.11"	"LILRB3"	chr19	-	54222746	54223087	54222746	54222782	54222942	54223087
419	"ENSG00000198542.14"	"ITGBL1"	chr13	+	101567698	101567845	101567698	101567713	101567718	101567845
420	"ENSG00000198542.14"	"ITGBL1"	chr13	+	101453882	101454100	101453882	101453928	101453996	101454100
421	"ENSG00000123146.20"	"ADGRE5"	chr19	+	14397732	14397935	14397732	14397804	14397888	14397935
422	"ENSG00000015413.9"	"DPEP1"	chr16	+	89636865	89637380	89636865	89636935	89637203	89637380
423	"ENSG00000142484.7"	"TM4SF5"	chr17	+	4782502	4783037	4782502	4782639	4782853	4783037
424	"ENSG00000266964.5"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141535	35141572
425	"ENSG00000266964.5"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141442	35141572
426	"ENSG00000266964.5"	"FXYD1"	chr19	+	35142719	35143050	35142719	35142771	35142916	35143050
427	"ENSG00000174358.16"	"SLC6A19"	chr5	+	1216557	1216945	1216557	1216686	1216788	1216945
428	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660003	33660258	33660395
429	"ENSG00000125967.16"	"NECAB3"	chr20	-	33669374	33669712	33669374	33669472	33669686	33669712
430	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659496	33659732	33659496	33659550	33659652	33659732
431	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33659998	33660258	33660395
432	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660058	33660258	33660395
433	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660034	33660258	33660395
434	"ENSG00000125967.16"	"NECAB3"	chr20	-	33657086	33657857	33657086	33657146	33657789	33657857
435	"ENSG00000131620.17"	"ANO1"	chr11	+	70187737	70189252	70187737	70188097	70189068	70189252
436	"ENSG00000224848.2"	"AL589843.1"	chr9	+	96687076	96687324	96687076	96687107	96687197	96687324
437	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496
438	"ENSG00000225470.8"	"JPX"	chrX	+	73944340	73944662	73944340	73944465	73944583	73944662
439	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496
440	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000496	73998953	73999051	73999185	74000496
441	"ENSG00000105373.19"	"NOP53"	chr19	+	47755755	47756604	47755755	47755822	47756527	47756604
442	"ENSG00000249267.7"	"LINC00939"	chr12	-	125966199	125967342	125966199	125966908	125967193	125967342
443	"ENSG00000249267.7"	"LINC00939"	chr12	-	125961741	125963083	125961741	125961981	125963010	125963083
444	"ENSG00000163431.13"	"LMOD1"	chr1	-	201899236	201900751	201899236	201899428	201900337	201900751
445	"ENSG00000187134.14"	"AKR1C1"	chr10	+	4966926	4968386	4966926	4967043	4968308	4968386
446	"ENSG00000146263.11"	"MMS22L"	chr6	-	97269901	97272881	97269901	97269992	97272703	97272881
447	"ENSG00000146263.11"	"MMS22L"	chr6	-	97263334	97268002	97263334	97263448	97267871	97268002
448	"ENSG00000099917.17"	"MED15"	chr22	+	20554935	20555148	20554935	20554995	20555076	20555148
449	"ENSG00000105143.12"	"SLC1A6"	chr19	-	14976760	14977777	14976760	14977032	14977739	14977777
450	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083
451	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383885	41384083
452	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383714	41384083
453	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383560	41384083
454	"ENSG00000142046.15"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383873	41384083
455	"ENSG00000108591.10"	"DRG2"	chr17	+	18099016	18100435	18099016	18099093	18099632	18100435
456	"ENSG00000108591.10"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18099632	18100435
457	"ENSG00000108591.10"	"DRG2"	chr17	+	18099632	18100435	18099632	18099715	18100362	18100435
458	"ENSG00000108591.10"	"DRG2"	chr17	+	18099632	18100435	18099632	18099723	18100362	18100435
459	"ENSG00000283128.2"	"AC009403.2"	chr7	-	155481879	155484013	155481879	155481987	155482834	155484013
460	"ENSG00000107331.17"	"ABCA2"	chr9	-	137022701	137023052	137022701	137022865	137022940	137023052
461	"ENSG00000107331.17"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309
462	"ENSG00000107331.17"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737
463	"ENSG00000107331.17"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001
464	"ENSG00000107331.17"	"ABCA2"	chr9	-	137022940	137023840	137022940	137023052	137023837	137023840
465	"ENSG00000107331.17"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749
466	"ENSG00000198093.11"	"ZNF649"	chr19	-	51899797	51900294	51899797	51899912	51900092	51900294
467	"ENSG00000127184.13"	"COX7C"	chr5	+	86619352	86619878	86619352	86619496	86619738	86619878
468	"ENSG00000185917.13"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251
469	"ENSG00000263072.8"	"ZNF213-AS1"	chr16	-	3129247	3129653	3129247	3129310	3129460	3129653
470	"ENSG00000147465.12"	"STAR"	chr8	-	38148199	38148754	38148199	38148327	38148640	38148754
471	"ENSG00000147465.12"	"STAR"	chr8	-	38148199	38148754	38148199	38148359	38148640	38148754
472	"ENSG00000139998.15"	"RAB15"	chr14	-	64950324	64951151	64950324	64950414	64951073	64951151
473	"ENSG00000139998.15"	"RAB15"	chr14	-	64950324	64951151	64950324	64950414	64950942	64951151
474	"ENSG00000139998.15"	"RAB15"	chr14	-	64950324	64951151	64950324	64950414	64950578	64951151
